id,a1,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a2,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a6,a7,a8,a9
AhL5pIgsFr/6dfrn,799506.0,0.000111,0.2545,42.8165,15.019999999999998,160.2756,21484.95200000001,1.3636,799506.0,1.0434e-05,-82.995,42.8165,21.36655,0.00109561,1.688,0.00061716,-6.33,1823.29,1.122,0.0011906474820143,49.1465,0.94,160.2756,0.0675,-1.1219334,-540.582,0.92018,0.3025,0.139876,-49.1465,7.3482e-07,85.39999999999999,7333.010688999999,83.4,-24.38,0.3609625668449198,9.355777192416316e-07,3.753000000000001,0.2208999999999999,2.8344523,2.592458514824893e-07,-351.94800000000004,127.695,0.748,-169.30399999999997,0.4076000000000001,54.48299999997835,-2.948596893578681,0.01655,1.41
tl3p8zAd7QFRA07W,770782.0,1.285e-05,0.325,58.004,40.013,36.893476,122023.93600000002,2.0292000000000003,770782.0,9.8174e-07,-148.479,58.004,43.06785,0.00127449,1.85,0.000127472,-3.037,7413.209999999999,1.629,0.0007197580645161,61.041,0.764,36.893476,0.0535,-1.62899229,-522.9713999999999,1.77072,0.2445,0.294849,-61.041,9.174900000000001e-08,172.2,13457.856064,148.8,-11.384,0.1970534069981583,1.4089586938978856e-06,5.3072,0.145924,4.1414856,2.2153644576236124e-08,-301.2704,257.979,1.086,-342.22799999999995,0.2852,77.38099999981932,40.65140310642131,0.01785,1.146
BJUEHT4g4923aHtj,637186.0,0.0,0.4115,46.1905,28.704000000000004,84.492864,74618.46100000001,2.5092,637186.0,0.0,-125.895,46.1905,33.33035,0.0036844899999999,2.244,0.0,-4.596,4435.560000000001,2.064,0.0014418052256532,50.7865,0.868,84.492864,0.0675,-2.064,-612.1872000000001,2.55547,0.2845,0.4733439999999999,-50.7865,0.0,133.20000000000002,8534.249161,126.3,-17.516000000000002,0.1962209302325581,2.1594950297087505e-06,5.6835,0.188356,5.607526699999999,0.0,-386.9832,199.395,1.376,-263.648,0.2972,8.296000000089407,25.65140310642132,0.03035,1.302
wKf/TO7kXKwG3VXs,1060542.0,0.92,0.265,73.606,10.714,0.3271840000000001,,0.752,1060542.0,1.1776e-06,,73.606,11.1015,0.041209,0.7820128000000001,,-0.286,484.0,1.173,,73.892,1.28e-05,0.3271840000000001,0.0695,-0.621,-12.584,,0.0695032,0.152881,-73.892,0.037352,44.0,21671.372943999995,,-1.1439872000000002,0.3554987212276215,7.373588221871458e-07,,4.0959999999999993e-11,29.884036,0.0012498981061326,,65.583,0.782,-86.436,-0.256,48.0,,0.1015,1.92e-05
dwRaCvaexxLN9PIH,616430.0,4.21,0.2955,47.528,29.587000000000003,216.855076,107171.875,1.228,616430.0,0.0831054,-142.059,47.528,37.0185,0.018769,1.0854,39.995,-7.362999999999999,5461.210000000001,1.332,0.0028842105263157,54.891,0.1974,216.855076,0.0735,1.194,-1088.2514,6.5075,0.1228499999999999,0.197136,-54.891,0.115354,147.8,9035.643136,142.5,-29.2546,0.3310810810810811,1.440552860827669e-06,6.9825,0.0097416899999999,13.022672,0.0088579363743477,-699.4849999999999,221.259,0.888,-293.824,0.0399999999999999,83.41900000011083,36.45140310642131,0.0685,0.2961
QDqJfb5pTQP1YqLJ,536130.0,4.675000000000001,0.2125,59.1275,14.97,410.46760000000006,51.47884799999999,0.8552,536130.0,0.8611350000000001,-10.814999999999998,59.1275,25.148100000000003,0.00925444,2.462,3.4782,-10.13,2520.0400000000004,0.93,0.0258602150537634,69.2575,1.842,410.46760000000006,0.0575,1.875,-1017.052,0.3578639999999999,0.518,0.0961,-69.2575,0.089947,100.4,13984.245024999998,11.16,-38.678,0.3709677419354839,1.1564359390446347e-06,0.4278,0.848241,11.376131,0.0079066424252674,-75.3672,150.255,0.62,-199.56,0.0752,6.008000000016182,-51.10859689357869,0.0481,2.763
GWY/+nEL7hFS84St,761450.0,0.0,0.36155,55.024,36.159,28.965924,284890.312,2.316,761450.0,0.0,-197.1297,55.024,38.877,0.0029159999999999,1.4194,0.0,-2.691,6037.290000000001,1.899,0.0008206686930091,57.715,0.1534,28.965924,0.04505,-1.899,-418.1814,3.5532,0.0834,0.400689,-57.715,0.0,155.4,12110.562304,197.4,-10.6106,0.1423380726698262,1.6626173747455513e-06,5.928579999999999,0.00588289,5.942592,0.0,-354.13559999999995,232.8297,1.266,-308.26800000000003,0.1444,97.4330000000773,73.0514031064213,0.027,0.2301
ClZ3Im9KgkaQJlx2,626622.0,0.000975,0.381,41.26,19.877,63.138916,81182.73699999998,2.3452,626622.0,0.0001343549999999,-129.44699999999995,41.26,23.86235,0.00061009,2.6,0.0084435,-3.973,2275.2899999999995,1.833,0.0005704387990762,45.233,1.378,63.138916,0.0755,-1.832415,-379.0242,1.06951,0.42,0.3733209999999999,-45.233,4.8165e-06,95.4,6809.550399999999,129.89999999999998,-14.514,0.2471358428805237,1.9501389992690967e-06,6.5383,0.4747209999999999,2.038244,2.3630634997576347e-06,-344.06179999999995,142.647,1.222,-188.356,0.5052,31.332999999969616,28.051403106421304,0.01235,2.067
x9dYswJR+mxWpTBZ,1153182.0,0.03825,0.50755,65.8575,31.809,274.96272400000004,432081.2159999999,3.7124,1153182.0,0.0006448949999999,-226.6437,65.8575,40.11745,0.00121801,2.0946,0.57834,-8.291,6432.040000000001,2.889,0.0004616402116402,74.1485,0.1686,274.96272400000004,0.02605,-2.8660499999999995,-1329.8764,2.63844,0.0682,0.927369,-74.1485,0.0002669849999999,160.4,17348.841225,226.8,-32.995400000000004,0.0541017653167185,1.6701613448701073e-06,3.93876,0.00710649,4.5968535,5.807994533652203e-05,-1253.5992,240.44370000000004,1.926,-316.94800000000004,0.0688,49.60800000006566,92.6514031064213,0.01745,0.2529
+V+e7+2NS0GSM0cx,1019050.0,0.0001864999999999,0.155,40.634,13.064999999999998,75.1689,724150.7919999999,0.5196000000000001,1019050.0,1.36891e-06,-269.07,40.634,17.435049999999997,0.0049140099999999,0.4734,0.00334954,-4.335,1211.0399999999995,0.6000000000000001,0.0007806236080178,44.969,0.0734,75.1689,0.055,-0.5998881,-301.71599999999995,6.29498,0.07335,0.04,-44.969,2.61473e-06,69.6,6604.487824,269.4,-17.2666,0.5499999999999999,3.925224473774594e-07,9.878,0.00134689,5.6968868,4.5897524240783577e-07,-778.5659999999999,104.07,0.4,-138.39999999999998,0.1596,44.19199999998818,121.0514031064213,0.03505,0.1101
v2zy0wwst6qEPI5D,882302.0,0.0,0.35195,86.069,27.318,0.4408959999999996,663054.8480000001,2.2392,882302.0,0.0,-261.4023,86.069,27.689100000000003,0.00611524,1.6720000000000002,0.0,-0.3319999999999998,3058.0900000000006,1.914,0.0008967889908256,86.401,0.396,0.4408959999999996,0.03295,-1.914,-36.71919999999999,6.819040000000001,0.13195,0.407044,-86.401,0.0,110.6,29631.491044,261.6,-0.9319999999999994,0.1032915360501567,1.446216828251551e-06,5.74648,0.039204,13.4611916,0.0,-57.900799999999975,165.7023,1.276,-218.648,-0.0492,12.377000000036787,115.85140310642132,0.0391,0.5940000000000001
DxLdeeoRlQuCBVX1,814486.0,0.0055999999999999,0.2505,96.0195,,,616295.0509999999,,814486.0,4.8608e-06,-254.358,96.0195,,,0.38268,0.0953119999999999,,973.44,0.5609999999999999,,,0.00868,,0.157,-0.5576399999999999,,,0.15917,0.034969,,,62.4,36878.97752099999,255.3,,1.679144385026738,4.591853021414733e-07,26.7214,1.88356e-05,,5.832148678133088e-06,,92.658,0.374,-124.052,,71.3279999999977,111.6514031064213,,0.01302
uP3gzSVBDPe3uCLY,507342.0,4.595000000000001,0.10045,45.027,20.607,330.730596,14172.488,0.2476,507342.0,0.7609319999999999,-72.273,45.027,29.715,0.0009,1.8398,22.2398,-9.093,3528.36,0.2757,0.0012396694214876,54.120000000000005,1.656,330.730596,0.0545,2.4813,-1080.2484,0.726,0.4684999999999999,0.00844561,-54.120000000000005,0.02757,118.8,8109.722916000001,72.6,-34.716,1.1860718171926008,3.6228027642103364e-07,2.6378,0.685584,2.70162,0.0102049881182401,-440.1012,177.873,0.1838,-237.2324,0.316,84.58399999997346,-10.148596893578691,0.015,2.484
XGdl3ccK1v9+Hw3x,701978.0,0.02895,,98.939,23.102,148.74241600000005,65939.26400000002,,701978.0,0.00499677,-120.89100000000002,98.939,29.2228,0.00207936,,0.233916,-6.098000000000001,3410.56,,0.0011287128712871,105.037,1.726,148.74241600000005,0.0515,,-712.2464000000001,1.8422400000000003,0.483,,-105.037,0.000264024,116.8,39155.70288399999,121.20000000000002,-22.666000000000004,,,4.1612,0.744769,9.0232368,2.92604534106874e-05,-492.71840000000014,174.891,,,0.2295999999999999,76.7039999999979,22.25140310642132,0.0228,2.589
K0ybgm3PburUuK9p,768010.0,0.00055,0.4925,62.4915,33.71000000000001,160.7824,120553.784,2.93,768010.0,3.3880000000000004e-06,-147.69,62.4915,40.09125,0.00680625,1.6916,0.005434,-6.34,6416.010000000001,2.445,0.0016700404858299,68.8315,0.0616,160.7824,0.085,-2.4446699999999995,-1015.668,4.0755,0.1004,0.664225,-68.8315,9.075e-06,160.20000000000002,15620.750289,148.2,-25.2984,0.2085889570552147,2.122368198330751e-06,8.398,0.00094864,10.3110975,8.801196962786939e-07,-626.3919999999999,239.79,1.63,-317.14000000000004,0.35,22.4010000001872,40.25140310642131,0.04125,0.0924
FXJgKer2qxRlECqm,821874.0,0.0,0.50975,66.223,36.155,132.02009999999996,500566.1840000001,3.6356,821874.0,0.0,-238.0275,66.223,41.92655,0.00281961,2.364,0.0,-5.744999999999999,7022.44,2.886,0.000668765743073,71.968,0.44,132.02009999999996,0.02875,-2.886,-962.862,4.21614,0.13875,0.925444,-71.968,0.0,167.6,17541.942916,238.2,-22.54,0.0597713097713097,2.340991441510499e-06,4.5655,0.0484,7.0328826,0.0,-912.306,251.2275,1.924,-331.352,0.0176,80.47199999995064,100.25140310642132,0.02655,0.66
EHw3Fp1hIs6rEY9C,979370.0,0.0,0.4044999999999999,45.5025,29.517000000000003,66.68355600000001,160989.18400000004,1.57,979370.0,0.0,-162.10200000000003,45.5025,33.62525,0.00255025,1.42,0.0,-4.083,4515.84,1.329,0.0009283088235294,49.5855,0.534,66.68355600000001,0.183,-1.329,-548.7552000000001,2.7472000000000003,0.3165,0.196249,-49.5855,0.0,134.4,8281.910025,163.20000000000002,-15.798,0.8261851015801354,9.046632018542532e-07,19.910400000000003,0.071289,4.5957525,0.0,-444.2304000000001,200.502,0.886,-267.028,1.262,64.44800000003306,50.25140310642132,0.02525,0.801
ABVCN6ia2vwhxata,1617342.0,0.00258,0.229,65.6915,21.991000000000003,98.366724,580093.7039999998,1.2104,1617342.0,3.33336e-07,-249.843,65.6915,26.968200000000003,0.00132496,0.679292,0.0430343999999999,-4.959,2905.2100000000005,1.017,0.0004364508393285,70.65050000000001,0.001292,98.366724,0.0595,-1.015452,-534.5802,3.03576,0.0598229999999999,0.114921,-70.65050000000001,1.87824e-05,107.8,17261.492689000002,250.2,-19.834708,0.3510324483775811,4.192063274186907e-07,9.924599999999998,4.17316e-07,4.7823412,3.92744875668846e-06,-827.1611999999999,161.34300000000002,0.678,-214.24400000000003,0.3303999999999999,90.8190000000468,108.2514031064213,0.0182,0.001938
htZ81pi2712oRJKe,822590.0,0.0025599999999999,0.514,62.0115,36.147000000000006,13.003236,487443.4030000001,2.2068,822590.0,9.7792e-06,-234.873,62.0115,37.98365,0.00452929,1.2762,0.0402944,-1.803,5760.810000000001,1.857,0.0008551461245235,63.8145,0.0382,13.003236,0.2045,-1.855464,-273.6954,5.2965100000000005,0.21405,0.383161,-63.8145,3.44576e-05,151.8,15381.704529,236.1,-7.1738,0.6607431340872374,1.5050024921285209e-06,32.1883,0.0003648099999999,8.3467479,4.128266531207921e-06,-283.7922,226.473,1.238,-301.124,1.3668,45.4790000001085,98.85140310642132,0.03365,0.0573
X/2Xqcq5EJ/8e4uq,442810.0,4.73,0.06915,35.248,5.1080000000000005,1273.347856,5639.752,,442810.0,0.748286,-53.1045,35.248,,,1.6616,16.8388,-17.842,2106.81,0.1194,,53.09,1.582,1273.347856,0.04925,2.7185999999999995,-1637.8955999999998,,0.44475,0.00158404,-53.09,,91.8,4969.686016,53.400000000000006,-69.786,2.4748743718592965,1.797610713398523e-07,1.7533,0.625681,,0.0134192010894235,-635.1752,137.40449999999998,0.0796,-183.4408,,2.5789999999979045,-22.94859689357869,,2.373
tzkNwBs1efimZPVC,620810.0,1.395,0.1152,74.953,25.682,257.15329600000007,16387.064,0.3436,620810.0,0.118017,-75.9258,74.953,33.72655,0.00281961,1.124,7.086600000000001,-8.018,4542.760000000001,0.417,0.0020905511811023,82.971,0.846,257.15329600000007,0.0457,0.42,-1080.8264,1.34874,0.2572,0.019321,-82.971,0.0148149,134.8,22471.808836,76.19999999999999,-31.226000000000003,0.6575539568345323,4.478020650440554e-07,2.32156,0.1789289999999999,7.9600086,0.0018611663309006,-407.3144,201.92580000000004,0.278,-269.04400000000004,0.1531999999999999,82.0240000000922,-7.748596893578693,0.02655,1.269
GapFGw1/80vGNFcA,1186034.0,0.0059,0.4989,50.8515,9.797999999999998,585.833616,46268.279,3.4736,1186034.0,0.0008673,-107.40959999999998,50.8515,21.9163,0.0010627599999999,3.272,0.042362,-12.102,1918.44,2.7030000000000003,0.0009080779944289,62.953500000000005,1.47,585.833616,0.0484,-2.69946,-1060.1352,1.17034,0.4159,0.811801,-62.953500000000005,3.8468e-05,87.6,10343.500209,107.7,-46.938,0.1074361820199778,1.5193493609795336e-06,3.4751199999999995,0.540225,3.3155178,1.1602410941663471e-05,-868.9236,131.1096,1.802,-171.59599999999998,0.2568,27.67199999997684,13.251403106421307,0.0163,2.205
7X0133KgFN9/9+w1,849770.0,0.64,0.39705,78.2525,,,49430.86300000001,2.6992,849770.0,0.005376,-109.8687,78.2525,34.6711,0.00178084,1.518,4.6976,,4802.49,2.151,0.0011498637602179,,0.084,,0.03855,-1.767,,1.5487400000000002,0.05955,0.5140889999999999,,0.0054016,138.6,24493.815025,110.1,,0.107531380753138,1.687515445355802e-06,2.8295700000000004,0.001764,6.6045110000000005,0.0008178652439219,,207.6687,1.434,-274.332,0.1396,12.556999999971596,14.851403106421316,0.0211,0.126
