id,a1,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a2,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a6,a7,a8,a9
HKM1GpfACS7Avs4U,823634.0,0.08,0.2555,44.8125,12.431,587.480644,7189.057000000001,1.3696,823634.0,0.010608,-57.495,44.8125,24.5668,0.0011289599999999,2.0780000000000003,0.3088,-12.119,2410.81,1.128,0.001740932642487,56.9315,1.326,587.480644,0.0675,-1.08,-1190.0858,0.64848,0.399,0.141376,-56.9315,0.0005376,98.2,8032.640625,57.900000000000006,-47.15,0.3590425531914893,9.13026902726211e-07,2.6055,0.439569,3.0114,0.0001785216178521,-467.7934,146.895,0.752,-194.896,0.4056,70.77100000000792,-19.94859689357869,0.0168,1.989
fbbbuE+qFK22/cHB,885370.0,0.0177,0.151,69.9745,22.287000000000003,59.69107600000002,517781.6270000002,0.3148000000000001,885370.0,2.43906e-06,-240.40500000000003,69.9745,26.179150000000003,0.00339889,0.275378,0.284262,-3.863,2735.2900000000004,0.411,0.0007260273972602,73.8375,0.001378,59.69107600000002,0.0825,-0.40038,-404.0698000000001,4.68149,0.0828445,0.018769,-73.8375,0.000206382,104.6,19585.722601000005,240.90000000000003,-15.450622,1.2043795620437956,3.094751346894519e-07,13.249500000000005,4.747210000000001e-07,8.1590267,2.5294928866944385e-05,-620.3978000000002,156.40500000000003,0.274,-208.652,0.4268,55.667000000044936,102.05140310642132,0.02915,0.002067
WQM17w1Z3bdlmUWj,1740862.0,4.069999999999999,0.3915,47.538,9.126,27.541504,778688.0,1.924,1740862.0,0.0218966,-275.307,47.538,11.7855,0.0050409999999999,1.1578000000000002,74.88799999999999,-2.624,552.25,1.656,0.0007717391304347,50.162,0.0538,27.541504,0.1155,0.7859999999999997,-123.328,6.531999999999999,0.12895,0.304704,-50.162,0.0577939999999999,47.0,9039.445776,276.0,-10.442199999999998,0.4184782608695652,6.341685900433234e-07,21.252,0.00072361,6.750395999999999,0.0085615717951954,-482.8159999999999,69.80699999999999,1.104,-91.792,0.6400000000000001,77.875,125.45140310642132,0.0355,0.0807
cGAztOoXLCH2b1yN,787570.0,0.0,0.38,61.9425,28.792,17.774655999999993,421875.0,2.3612,787570.0,0.0,-224.577,61.9425,30.91435,0.00082369,1.25398,0.0,-2.108,3819.24,1.857,0.0003826666666666,64.0505,0.01598,17.774655999999993,0.0705,-1.857,-260.5488,2.1525,0.0744949999999999,0.383161,-64.0505,0.0,123.6,15347.493225000002,225.0,-8.416019999999998,0.2277867528271405,1.5719237655065582e-06,10.575,6.38401e-05,3.5554995000000003,0.0,-316.19999999999993,184.977,1.238,-244.724,0.4491999999999999,29.03199999997741,91.45140310642132,0.01435,0.02397
3IGmcFKAASajzLqs,944010.0,3.27,0.1245,37.2585,11.368999999999998,145.491844,18191.447,0.2735999999999999,944010.0,0.54609,-78.513,37.2585,17.4258,0.00266256,1.91,17.200200000000002,-6.031000000000001,1211.0399999999995,0.36,0.0019619771863117,43.2895,1.67,145.491844,0.0645,1.602,-419.7576,1.35708,0.482,0.0144,-43.2895,0.0337464,69.6,5552.783288999999,78.9,-22.454,1.0750000000000002,2.542345949725109e-07,3.3927,0.697225,3.8450772,0.0087765207939128,-317.23060000000004,104.013,0.24,-138.72,0.3096,44.19199999998818,-5.948596893578689,0.0258,2.505
76w6YkOq1HDguL7M,711690.0,0.0169999999999999,0.283,50.993,39.53,20.611599999999992,405224.0,1.552,711690.0,0.0002114799999999,-221.637,50.993,41.8285,0.003249,1.0144,0.2516,-2.27,6988.959999999999,1.335,0.0007702702702702,53.263000000000005,0.1244,20.611599999999992,0.0605,-1.3248,-379.5439999999999,4.218,0.0916,0.198025,-53.263000000000005,0.0001938,167.2,10401.144196,222.0,-8.955599999999999,0.2719101123595505,1.250544478635361e-06,8.954,0.0038688399999999,5.813202,3.333790912478183e-05,-335.9599999999999,250.437,0.89,-332.62,0.256,77.05599999986589,89.45140310642131,0.0285,0.1866
wf/tzp2ouJzOVDkF,949482.0,0.725,0.3095,56.991,,12.517444,398688.256,1.612,949482.0,0.001914,-220.62,56.991,,0.024336,1.1444,10.672,-1.769,,1.677,0.0021195652173913,58.76,0.0264,12.517444,0.03,-1.242,,11.481599999999998,0.0366,0.312481,-58.76,0.0226199999999999,,12991.896324,220.8,-7.049600000000001,0.107334525939177,1.1774841439858787e-06,4.416,0.0001742399999999,17.781192,0.0012721306873015,-260.3968,,1.118,,-0.384,,88.6514031064213,0.078,0.0395999999999999
Z/LgPTC2GofQKtyS,893130.0,0.00885,0.2405,54.988,31.915,36.8449,521660.125,0.79,893130.0,2.8497000000000004e-06,-240.753,54.988,34.96724999999999,0.00119025,0.46722,0.142485,-3.035,4886.009999999998,0.6960000000000001,0.0004285714285714,58.023,0.00322,36.8449,0.1245,-0.69069,-424.293,2.7772500000000004,0.125305,0.053824,-58.023,6.106500000000001e-05,139.79999999999998,12094.720576,241.5,-12.13678,1.0732758620689655,5.195212343107946e-07,20.0445,2.5921e-06,3.794172,1.609442060085837e-05,-488.6350000000001,208.953,0.464,-278.672,0.858,32.09899999987101,102.45140310642132,0.01725,0.00483
sqHxosj3IV1UMQK+,813394.0,0.052,,76.699,23.947000000000003,39.76563599999999,741217.625,,813394.0,1.7888e-05,-271.092,76.699,27.127,0.0029159999999999,,0.9412,-3.153,2937.6400000000003,,0.0005966850828729,79.852,0.00344,39.76563599999999,0.068,,-341.7852,4.887,0.06886,,-79.852,0.0005616,108.4,23530.946404,271.5,-12.60856,,,12.308000000000002,2.9584e-06,8.283491999999999,6.779749410031421e-05,-570.6929999999999,162.192,,,0.328,20.088000000017928,122.45140310642132,0.027,0.00516
zuwOaRl5U/0OhRjp,1198622.0,4.55,0.0581499999999999,36.4395,-13.246,1107.025984,105.82381700000003,-0.0279999999999999,1198622.0,0.90181,-13.9419,36.4395,3.4103000000000003,0.0016483599999999,2.0492,4.3043000000000005,-16.636,45.9684,0.1008,0.008583509513742,53.075500000000005,1.982,1107.025984,0.04135,2.6292,-225.58416,0.192038,0.53685,0.0011289599999999,-53.075500000000005,0.036946,13.56,5311.3486410000005,14.19,-64.562,2.461309523809524,5.606438059705228e-08,0.391171,0.982081,2.9588874,0.0124864501433883,-157.37656,20.091900000000003,0.0672,-26.9856,0.1684,11.665752000000056,-49.08859689357869,0.0203,2.973
PJPCsfJGRy3mPi8z,562090.0,0.0,0.3238,31.07,22.454,712.462864,2352.637,2.0356,562090.0,0.0,-39.6102,31.07,35.82105,0.0017724099999999,2.8600000000000003,0.0,-13.346,5126.56,1.653,0.0031654135338345,44.416,1.758,712.462864,0.0483,-1.653,-1911.1472,0.55993,0.4878,0.303601,-44.416,0.0,143.2,3861.3796,39.900000000000006,-51.626,0.1753176043557168,1.960540127025921e-06,1.28478,0.772641,2.616094,0.0,-355.0036,214.5102,1.102,-284.196,0.218,61.69599999993807,-31.94859689357869,0.02105,2.637
4Ar9EfvxvPT6SAbJ,846034.0,1.99,0.425,,,219.98822400000003,259694.07200000004,2.8752,846034.0,0.05572,-191.094,,,0.00085264,1.776,25.3924,-7.416,,2.244,0.0004576802507836,,0.28,219.98822400000003,0.051,-1.0499999999999998,,1.86296,0.121,0.559504,,0.0116216,,,191.4,-29.384,0.1363636363636363,1.7682504485635328e-06,6.5076,0.0196,,,-946.2816,,1.496,,0.2911999999999999,,69.05140310642132,0.0146,0.42
lnv36fJO0y9PevMi,1432810.0,4.234999999999999,0.207,50.021,16.558999999999997,565.583524,70957.94399999999,1.1232,1432810.0,0.250712,-123.882,50.021,28.4636,0.00073984,1.208,35.0658,-11.891,3237.609999999999,0.924,0.0006570048309178,61.912,0.592,565.583524,0.053,1.6169999999999998,-1353.1957999999995,1.12608,0.2009999999999999,0.094864,-61.912,0.0230383999999999,113.79999999999998,10008.401764,124.2,-46.972,0.3441558441558441,4.29924414262882e-07,4.3884,0.0876159999999999,2.7211424,0.0084664440934807,-984.5748,170.38199999999998,0.616,-226.368,0.3152,20.008999999903608,24.251403106421307,0.0136,0.8879999999999999
QtPkrpjjef/GpGTB,635306.0,0.0,0.48,48.76,24.833,8.608356,801765.0890000002,1.7672,635306.0,0.0,-277.28700000000003,48.76,26.3236,0.00222784,0.978244,0.0,-1.467,2766.76,1.467,0.000508073196986,50.227,0.000244,8.608356,0.2355,-1.467,-154.32840000000002,4.38488,0.235561,0.239121,-50.227,0.0,105.2,9510.1504,278.70000000000005,-5.867756,0.9631901840490796,1.5394156516702188e-06,43.7559,1.4884e-08,4.602944,0.0,-272.5686,156.387,0.978,-208.444,1.6951999999999998,31.57600000000093,127.25140310642132,0.0236,0.000366
C8YXF6CbcAz9kAfJ,2298942.0,0.2515,0.4495,90.937,18.469,363.35984400000007,118370.771,2.8224,2298942.0,0.0074946999999999,-146.826,90.937,28.017700000000005,0.00125316,1.78,2.46973,-9.531,3136.000000000001,2.223,0.0007209775967413,100.468,0.298,363.35984400000007,0.079,-2.0721,-1067.4720000000002,1.73814,0.1535,0.549081,-100.468,0.00178062,112.0,33078.151876,147.3,-37.826,0.2132253711201079,6.446443624937037e-07,7.7578,0.022201,6.4383396,0.0002765650945159,-935.9442,167.526,1.482,-221.03600000000003,0.4904,16.000000000058208,39.65140310642131,0.0177,0.4469999999999999
Gp9F54nLQLD0KgKz,841598.0,0.01485,0.4835,56.7285,37.029,16.337764,294079.625,2.5044,841598.0,5.9994e-05,-198.57,56.7285,39.065450000000006,0.00095481,1.3544,0.197505,-2.021,6099.6100000000015,1.971,0.0004646616541353,58.7495,0.0404,16.337764,0.155,-1.96209,-315.6802,2.05485,0.1651,0.431649,-58.7495,9.1773e-05,156.20000000000002,12872.490848999998,199.5,-8.0436,0.471841704718417,1.56131549742276e-06,20.615,0.00040804,3.5058213,2.6177318279171848e-05,-268.793,233.37,1.314,-309.77200000000005,1.1164,79.54100000014296,74.45140310642131,0.01545,0.0606
O52nDogyMRm86M5b,727578.0,0.112,0.327,57.676,18.861999999999995,371.564176,13997.520999999995,1.9828,727578.0,0.0212352,-71.96699999999998,57.676,28.52365,0.00223729,2.982,0.53984,-9.638,3248.999999999999,1.629,0.0019626556016597,67.31400000000001,1.896,371.564176,0.0555,-1.5618000000000003,-1098.7319999999995,1.13993,0.5295,0.294849,-67.31400000000001,0.00105952,114.0,13306.083904,72.3,-36.656,0.2044198895027624,1.492623471297923e-06,2.6751,0.898704,5.456149600000001,0.0001941882238712,-464.5516,170.66699999999997,1.086,-225.828,0.2548,92.9999999999418,-10.348596893578694,0.02365,2.844
CuJ1EPm5TOOPs7y9,1611414.0,0.285,0.44255,57.5045,35.620999999999995,186.54096400000003,476379.54100000014,2.9468,1611414.0,0.0053922,-234.0957,57.5045,42.49014999999999,0.0064480899999999,1.8232,4.451700000000001,-6.829000000000001,7208.009999999998,2.451,0.0010281690140845,64.3335,0.1892,186.54096400000003,0.03405,-2.28,-1159.5642,6.2714300000000005,0.08135,0.6674889999999999,-64.3335,0.0045771,169.79999999999998,13227.070081,234.3,-27.126800000000003,0.0833537331701346,1.014016261494563e-06,5.3186100000000005,0.00894916,9.2352227,0.0004956133867784,-1066.6898,254.4957,1.634,-336.332,-0.0488,60.04899999976624,97.65140310642133,0.04015,0.2838
7sYNXsazDhko1HqN,840010.0,4.855,0.19235,,-6.264999999999999,512.1169,51895.11699999999,-0.0083999999999999,840010.0,0.875842,-110.856,,5.069400000000001,0.00150544,1.8774,36.2183,-11.315,102.01000000000003,0.1101,0.0010402144772117,,1.804,512.1169,0.174,2.8029,-228.563,1.44724,0.625,0.00134689,,0.0376748,20.200000000000003,,111.9,-43.456,9.482288828337872,8.737991214390305e-08,12.980399999999998,0.813604,,,-844.0989999999999,29.256,0.0734,-40.25320000000001,1.2368,30.301000000000386,16.051403106421304,0.0194,2.706
ptBXY9rdUcs5nsf+,955154.0,0.00138,0.5835,56.5085,30.261,12.802083999999995,904231.063,,955154.0,1.33308e-05,-288.774,56.5085,,,1.5466,0.0266892,-1.7889999999999997,4108.81,2.175,,58.2975,0.0966,12.802083999999995,0.221,-2.1741719999999995,-229.3498,,0.24515,0.525625,-58.2975,,128.2,12772.842288999998,290.1,-7.059399999999999,0.6096551724137931,1.5180798070258826e-06,42.7414,0.00233289,,2.442110478954493e-06,-345.9925999999999,190.974,1.45,-253.5,,74.72099999990314,134.85140310642132,,0.1449
qNfq3GCY+6gwYgB4,766810.0,0.0,0.1714999999999999,74.019,28.172999999999995,0.3069160000000003,686128.9680000001,0.5640000000000001,766810.0,0.0,-264.17400000000004,74.019,28.48,0.0036,0.4652,0.0,-0.2770000000000001,3237.609999999999,0.603,0.0006802721088435,74.296,0.0632,0.3069160000000003,0.071,-0.603,-31.52260000000001,5.292,0.0867999999999999,0.040401,-74.296,0.0,113.79999999999998,21915.249444000005,264.6,-1.0448000000000006,0.7064676616915422,5.242498141651778e-07,12.5244,0.00099856,8.88228,0.0,-48.86280000000003,170.27399999999997,0.402,-226.796,0.3279999999999999,20.008999999903608,117.85140310642132,0.03,0.0948
Xv+CcZnSYXQbs1o7,537034.0,9.6e-06,0.48055,72.4905,40.838,4.511375999999999,144703.125,3.27,537034.0,6.623999999999999e-07,-157.2687,72.4905,41.93325,0.00442225,2.458,0.0001008,-1.0619999999999998,7022.44,2.652,0.0012666666666666,73.5525,0.69,4.511375999999999,0.03855,-2.65199424,-177.99119999999996,3.49125,0.21105,0.781456,-73.5525,1.2768e-07,167.6,21019.490361,157.5,-3.5579999999999994,0.0872171945701357,3.292156548747379e-06,4.04775,0.1190249999999999,9.6412365,1.324311461501852e-08,-111.50999999999998,251.1687,1.768,-331.664,0.0423999999999999,80.47199999995064,46.45140310642131,0.03325,1.035
JppdAo0zZzIXruMV,640010.0,1.225,0.06795,34.0775,-4.7490000000000006,1075.708804,1442.8970000000002,-0.0548,640010.0,0.133035,-33.582,34.0775,11.6718,0.00190096,1.1458000000000002,2.7685,-16.399,542.89,0.0897,0.003858407079646,50.4765,1.086,1075.708804,0.053,0.6453,-764.1934000000001,0.49268,0.3245,0.00089401,-50.4765,0.010682,46.6,4645.104025000001,33.900000000000006,-64.51,3.5451505016722407,9.343604006187405e-08,1.1978,0.294849,2.971558,0.0035947472672584,-370.6174,69.582,0.0598,-93.0804,0.2496,49.33700000000135,-35.94859689357869,0.0218,1.629
UD5Sv+fCo7KrKhS0,1164466.0,0.0,0.377,38.5285,,,335702.375,1.3332000000000002,1164466.0,0.0,-207.456,38.5285,12.03635,0.00528529,0.9246,0.0,,576.0,1.218,0.0010460431654676,,0.1126,,0.174,-1.218,,5.05265,0.20215,0.164836,,0.0,48.0,5937.781249000001,208.5,,0.857142857142857,6.973153359565672e-07,24.186,0.00316969,5.6020439,0.0,,70.956,0.812,-94.376,1.1012,24.0,80.45140310642131,0.03635,0.1689
q55ZD3u7HeJAoGMV,869502.0,0.00037,0.5146999999999999,55.994,,1.6692639999999994,605495.7359999999,3.7192,869502.0,6.2678e-06,-253.6098,55.994,,0.00131044,2.1014,0.0062603999999999,-0.6459999999999999,,2.898,0.0004278959810874,56.64,0.1694,1.6692639999999994,0.0317,-2.897778,,3.06252,0.07405,0.933156,-56.64,2.6788e-06,,12541.312144,253.8,-2.4146,0.065631469979296,2.221961536603711e-06,5.363639999999999,0.0071740899999999,4.053965600000001,6.607850841161553e-07,-109.30319999999998,,1.932,,0.1087999999999999,,110.6514031064213,0.0181,0.2541
KeV/PX7DwS5NU7SW,786258.0,1.725e-05,0.425,43.002,,,98611.128,2.7568,786258.0,7.1415e-07,-138.282,43.002,39.2274,0.00300304,1.902,0.00015939,,6146.560000000001,2.232,0.0011861471861471,,0.414,,0.053,-2.23198965,,2.53176,0.1565,0.553536,,1.8906e-07,156.8,7396.688016000001,138.60000000000002,,0.1424731182795698,1.8925085658905856e-06,4.8972,0.042849,4.713019200000001,4.011441328310312e-08,,234.88200000000003,1.488,-310.624,0.2047999999999999,90.30400000012014,33.85140310642132,0.0274,0.621
HIp+FyiOA7q1Xgc0,943102.0,0.1005,0.2143,47.475,21.692,350.28865600000006,62570.773000000016,1.2764,943102.0,0.00109344,-118.8612,47.475,31.06495,0.00089401,0.8068,0.7979700000000001,-9.358,3856.41,1.047,0.0007531486146095,56.833,0.1088,350.28865600000006,0.0398,-0.9867,-1162.2636,1.18703,0.067,0.1218009999999999,-56.833,0.00060099,124.2,9015.5025,119.1,-37.3232,0.228080229226361,7.401108257643393e-07,3.1601200000000005,0.00295936,2.839005,0.0002116903633491,-743.0252,186.0612,0.698,-247.004,0.1988,83.06100000001607,20.85140310642132,0.01495,0.1631999999999999
qmhJmhfZP+qYC23e,858966.0,0.000525,0.238,57.03,26.011,39.413284,226981.0,1.1912,858966.0,4.462500000000001e-07,-182.58,57.03,29.1691,0.0014592399999999,0.6805,0.006405,-3.139,3398.89,1.008,0.0006262295081967,60.169,0.0085,39.413284,0.07,-1.007685,-366.0074,2.3302,0.072125,0.112896,-60.169,4.011e-06,116.6,13009.6836,183.0,-12.5475,0.4166666666666667,7.823359713888559e-07,8.540000000000001,1.80625e-05,4.357092,9.20568122041031e-07,-382.958,174.48,0.672,-231.856,0.4072,55.28699999998207,63.45140310642131,0.0191,0.01275
Qp4YuceEunSymFPz,952594.0,0.0,0.4595,84.9305,26.55,12.25,362467.097,3.0528000000000004,952594.0,0.0,-213.558,84.9305,28.3209,0.0017472399999999,2.9000000000000004,0.0,-1.75,3203.5599999999995,2.415,0.000586255259467,86.6805,1.29,12.25,0.057,-2.415,-198.1,2.9803399999999995,0.3795,0.6480250000000001,-86.6805,0.0,113.2,28852.759321,213.9,-5.71,0.1416149068322981,1.6901219197265572e-06,8.1282,0.416025,7.100189799999999,0.0,-249.55,169.458,1.61,-223.18,0.2888,21.49599999995553,84.0514031064213,0.0209,1.935
Nn8xOipYOAj/cQdX,739138.0,0.3045,0.14525,69.0025,21.139,225.660484,444194.9469999999,0.5452,739138.0,8.647800000000001e-05,-228.6195,69.0025,28.68035,0.0036844899999999,0.39684,4.64667,-7.510999999999999,3283.2899999999995,0.591,0.0007955439056356,76.5135,0.00284,225.660484,0.04675,-0.4083,-860.7605999999998,4.63141,0.04746,0.038809,-76.5135,0.00369663,114.6,19045.380025,228.9,-30.04116,0.4746192893401015,5.330533675714143e-07,7.134049999999999,2.0164000000000003e-06,8.3769035,0.0004412883591174,-1146.1785999999995,171.6195,0.394,-228.412,0.1312,32.516999999963446,94.0514031064213,0.03035,0.00426
KIEwAXxwqyIz8y6Z,1944754.0,0.04185,0.5505,56.332,33.146,424.6896640000001,127263.52699999996,3.4644000000000004,1944754.0,0.000684666,-150.339,56.332,43.47395,0.0022944099999999,1.9916,0.421011,-10.304,7551.610000000001,2.742,0.0009522862823061,66.636,0.1636,424.6896640000001,0.0935,-2.71689,-1790.8352000000002,2.40937,0.1344,0.835396,-66.636,0.000400923,173.8,12693.176896,150.89999999999998,-41.0524,0.2045951859956236,9.399646433430656e-07,9.4061,0.0066912399999999,5.3966056,7.429169921181567e-05,-1036.5824,260.139,1.828,-343.944,0.5564,34.909000000101514,42.0514031064213,0.02395,0.2454
15T0Zd3EKvm+uxrs,2519210.0,5.35e-05,0.1178,73.752,12.796,285.880464,21717.639000000006,0.4784,2519210.0,4.1302e-06,-83.4522,73.752,21.2667,0.00111556,1.078,0.00029853,-8.454,1806.25,0.4589999999999999,0.0011971326164874,82.20599999999999,0.772,285.880464,0.0413,-0.4589679,-718.59,0.93186,0.2343,0.023409,-82.20599999999999,3.5738e-07,85.0,21757.430016,83.7,-33.044000000000004,0.5398692810457517,1.214666502594067e-07,2.3045400000000003,0.148996,4.9266336,7.254040568391367e-08,-471.73320000000007,127.2522,0.306,-169.388,0.1968,65.625,-2.7485968935786858,0.0167,1.158
cAfTXNPVhy0Ue0Lv,780354.0,0.001035,0.533,69.54,23.065,71.74090000000001,269586.1360000001,3.0104,780354.0,6.3963e-05,-192.978,69.54,27.3197,0.0015523599999999,2.202,0.0133722,-4.235,2981.1600000000003,2.3760000000000003,0.000609907120743,73.775,0.618,71.74090000000001,0.137,-2.375379,-462.4620000000001,2.54524,0.2915,0.627264,-73.775,8.155799999999999e-06,109.2,19343.246400000004,193.8,-16.322000000000003,0.3459595959595959,2.02984799206514e-06,17.700400000000005,0.095481,5.479752,1.4883520276100083e-06,-547.1620000000001,162.978,1.584,-215.232,0.9384,71.33600000001024,70.65140310642133,0.0197,0.927
GlM1MgX9NMRh7FH3,553714.0,5.150000000000001e-06,0.50435,56.3175,36.346,243.609664,88716.53600000001,3.6264,553714.0,4.758600000000001e-07,-133.66590000000002,56.3175,44.1787,0.00329476,2.852,4.5938000000000006e-05,-7.804,7796.889999999999,2.892,0.001286995515695,64.1215,0.924,243.609664,0.02235,-2.89199691,-1378.1864,2.56004,0.25335,0.929296,-64.1215,5.912200000000002e-08,176.6,12686.643225000002,133.8,-30.292,0.0463692946058091,3.481941941146512e-06,1.99362,0.213444,6.465249,9.144582057087052e-09,-696.1168,264.7659,1.928,-349.344,-0.0508,65.38699999998789,30.65140310642132,0.0287,1.386
T2hWJw68f4qKI1n1,1081714.0,0.0003345,0.464,70.0615,27.797,18.541636,806954.4910000003,1.85,1081714.0,2.02038e-06,-278.124,70.0615,29.98675,0.0054022499999999,1.1324,0.00622839,-2.153,3588.01,1.608,0.0007894736842105,72.2145,0.0604,18.541636,0.196,-1.6077993000000002,-257.9294,6.84285,0.2111,0.287296,-72.2145,4.91715e-06,119.8,19634.455129,279.3,-8.551599999999999,0.7313432835820896,9.910198074537262e-07,36.4952,0.00091204,10.299040499999998,4.774376797527886e-07,-400.8886,178.524,1.072,-237.456,1.274,21.79899999999907,127.65140310642133,0.03675,0.0906
yuTTndbhfFxuO/iY,1116826.0,4.05e-05,0.5499999999999999,60.501,15.93,137.82759999999996,281011.375,1.4147999999999998,1116826.0,4.0419e-06,-194.436,60.501,21.82915,0.00339889,1.822,0.00053055,-5.869999999999999,1900.96,1.236,0.0008900763358778,66.371,0.998,137.82759999999996,0.344,-1.2359757,-511.864,3.81865,0.5934999999999999,0.1697439999999999,-66.371,4.7223e-07,87.2,14641.484003999998,196.5,-22.482,1.6699029126213591,7.378051728738407e-07,45.06399999999999,0.249001,7.0544166,6.694104229682154e-08,-768.9699999999999,128.736,0.824,-172.752,2.5188,81.85600000001432,72.45140310642131,0.02915,1.497
RHglm6SG9AEZNdl0,554842.0,0.0,0.522,55.508,26.812,20.03457600000001,533411.7310000001,2.622,554842.0,0.0,-242.289,55.508,29.07575,0.0026522499999999,1.42254,0.0,-2.2380000000000004,3375.609999999999,2.121,0.0006350184956843,57.746,0.00854,20.03457600000001,0.1685,-2.121,-260.0556,4.17665,0.170635,0.4998489999999999,-57.746,0.0,116.2,12324.552256,243.3,-8.943460000000002,0.4766619519094767,2.548473259053929e-06,27.330700000000004,1.8232900000000003e-05,5.717324,0.0,-363.0036000000001,173.289,1.414,-229.572,1.142,22.94099999993341,103.65140310642133,0.02575,0.01281
8FPxIyZFxg5WEbrd,840994.0,0.003435,0.5305,59.9365,29.143,697.6993960000001,118370.771,3.284,840994.0,2.49381e-05,-146.74200000000002,59.9365,42.377,0.0029159999999999,1.8226,0.0337317,-13.207,7174.09,2.625,0.0010997963340122,73.1435,0.0726,697.6993960000001,0.093,-2.622939,-2237.2658,2.6514,0.11115,0.765625,-73.1435,3.7098e-05,169.4,14369.536129000002,147.3,-52.7554,0.2125714285714285,2.0808709693529323e-06,9.1326,0.0013176899999999,6.473142,5.7310653775245465e-06,-1296.9274,253.542,1.75,-335.3,0.528,45.42300000006799,39.65140310642131,0.027,0.1089
NeMXT5cBRL4XP27S,894782.0,3.63e-05,0.541,64.992,,,862801.4079999997,3.4688000000000003,894782.0,1.1979000000000004e-07,-285.102,64.992,34.5744,0.00238144,1.865,0.0006911519999999,,4774.81,2.748,0.0005126050420168,,0.033,,0.083,-2.74797822,,4.64576,0.09125,0.839056,,3.542880000000001e-07,138.2,16895.840256000003,285.6,,0.1812227074235808,2.047426076966233e-06,15.8032,0.00027225,6.343219200000001,5.585302806499261e-08,,206.802,1.832,-272.736,0.4688,39.370999999926426,131.8514031064213,0.0244,0.0495
ZpKP3NkBi1rJxtLy,1230586.0,0.000237,0.293,38.02,,8.892324000000002,695506.4559999999,0.8556,1230586.0,4.3608e-09,-264.786,38.02,,0.0011628099999999,0.496184,0.00419964,-1.491,,0.744,0.0003848758465011,39.511,0.000184,8.892324000000002,0.169,-0.7438578,,3.02126,0.169046,0.0615039999999999,-39.511,1.61634e-06,,5782.081600000001,265.79999999999995,-5.9638160000000005,1.3629032258064515,4.030600055583275e-07,29.9468,8.464e-09,2.5929640000000003,6.233561283534981e-07,-264.2052,,0.496,,1.2156,,118.6514031064213,0.01705,0.000276
jLzqGkSz8FVVRxSF,1000450.0,2.575,0.453,77.5055,19.014,19.998784,716917.375,1.3484,1000450.0,2.15785e-05,-266.952,77.5055,21.27645,0.00279841,0.7800838,46.0925,-2.236,1806.25,1.17,0.0005910614525139,79.7415,8.38e-05,19.998784,0.258,0.375,-190.06,4.7345500000000005,0.25802095,0.1521,-79.7415,0.0272435,85.0,24028.410121,268.5,-8.943916199999999,1.323076923076923,7.796491578789545e-07,46.182,1.75561e-09,8.2000819,0.0033223448658482,-400.244,125.952,0.78,-168.44,1.8524,65.625,120.45140310642132,0.02645,0.0001257
hmIXqy8NVC72aPzt,735210.0,0.00325,0.519,39.0775,29.448,158.86081599999997,190109.375,3.212,735210.0,0.0002093,-172.14299999999997,39.0775,35.808,0.013456,2.482,0.0373749999999999,-6.302,5112.25,2.757,0.0020173913043478,45.3795,0.644,158.86081599999997,0.0595,-2.75505,-901.186,6.67,0.2205,0.8445610000000001,-45.3795,7.54e-05,143.0,6108.204025,172.49999999999997,-24.564,0.1294885745375407,2.499965996109955e-06,6.842499999999999,0.103684,9.06598,8.316806346362996e-06,-724.7299999999999,214.143,1.838,-282.324,0.0119999999999999,25.875,56.451403106421296,0.058,0.966
yXsqCqTp95kCsCQF,926782.0,0.0,,62.6745,,,729000.0,,926782.0,0.0,-269.169,62.6745,26.32655,0.00281961,,0.0,,2766.76,,0.00059,,0.01828,,0.1385,,,4.779,0.14307,,,0.0,105.2,15712.371801,270.0,,,,24.930000000000003,8.353960000000002e-05,6.6560319,0.0,,156.969,,,0.8956000000000001,31.57600000000093,121.45140310642132,0.02655,0.02742
GomM6meZyBmJrEhW,1180274.0,1.075,0.0853,,5.487999999999998,296.666176,99897.34400000004,0.0252,1180274.0,0.11696,-138.86700000000002,,14.126649999999998,0.00284089,1.2072,9.976,-8.612,795.2399999999998,0.1788,0.0011487068965517,,1.088,296.666176,0.0555,0.4661999999999999,-485.7167999999999,2.47312,0.3275,0.00355216,,0.0114595,56.39999999999999,,139.20000000000002,-33.36,1.8624161073825505,1.0099349811992809e-07,5.1504,0.295936,,,-799.1936000000001,84.26699999999998,0.1192,-112.56159999999998,0.2308,25.767999999989115,34.25140310642132,0.02665,1.632
misNsE6KhJoMfZTi,1172010.0,3.79,0.1825,77.8195,10.145,1475.3280999999995,68.41792899999999,0.8144,1172010.0,0.639752,-11.957999999999998,77.8195,29.3787,0.00329476,2.21,3.10022,-19.205,3445.69,0.783,0.0140342298288508,97.0245,1.688,1475.3280999999995,0.052,1.491,-2254.6669999999995,0.234766,0.474,0.068121,-97.0245,0.0435092,117.4,24223.498321000003,12.27,-75.13199999999999,0.3984674329501915,4.453886912227713e-07,0.4253599999999999,0.712336,8.9336786,0.0048702446045014,-157.09689999999998,175.78799999999998,0.522,-233.756,0.1863999999999999,62.00299999996787,-50.36859689357869,0.0287,2.532
